sample_id,model_1,model_2,model_3,mean,std
sample_29132,8.4152,8.4783,8.309,8.4009,0.0856
sample_29133,8.4815,8.982,8.7417,8.7351,0.2503
sample_29134,9.2036,9.7432,9.2822,9.4097,0.2915
sample_29135,7.2627,7.4725,7.1544,7.2965,0.1617
sample_29136,8.8582,9.1399,8.7464,8.9148,0.2028
sample_29137,9.5535,9.9796,9.6404,9.7245,0.2252
sample_29138,9.0663,9.6481,9.2068,9.3071,0.3036
sample_29139,8.2699,8.4412,8.1416,8.2842,0.1503
sample_29140,9.0159,9.4357,9.172,9.2079,0.2122
sample_29141,8.6837,8.7295,8.4155,8.6096,0.1696
sample_29142,8.61,9.1943,8.5935,8.7992,0.3422
sample_29143,7.909,8.2933,7.7485,7.9836,0.28
sample_29144,7.3752,8.0452,7.4951,7.6385,0.3573
sample_29145,8.231,8.5828,8.1578,8.3239,0.2272
sample_29146,8.8783,9.101,8.6597,8.8797,0.2207
sample_29147,9.0888,9.6653,9.1583,9.3041,0.3147
sample_29148,8.3105,8.4524,7.9645,8.2425,0.2509
sample_29149,7.9417,8.5702,8.0272,8.1797,0.3409
sample_29150,8.3485,8.7419,8.379,8.4898,0.2189
sample_29151,8.3865,8.8582,8.4567,8.5671,0.2545
sample_29152,8.7946,9.5228,9.0059,9.1078,0.3746
sample_29153,8.1081,8.7416,8.1277,8.3258,0.3602
sample_29154,8.2501,8.7873,8.3325,8.4566,0.2893
sample_29155,7.9056,8.4098,7.863,8.0595,0.3041
sample_29156,8.0577,8.432,8.1489,8.2129,0.1952
sample_29157,8.9959,9.7165,9.1189,9.2771,0.3855
sample_29158,7.827,8.2369,7.8374,7.9671,0.2337
sample_29159,7.6796,8.2981,7.7887,7.9221,0.3301
sample_29160,8.5737,8.8588,8.5168,8.6498,0.1833
sample_29161,7.9574,8.0122,7.6612,7.8769,0.1889
sample_29162,9.4934,10.0739,9.4944,9.6872,0.3349
sample_29163,7.4255,8.1665,7.4706,7.6875,0.4154
sample_29164,8.2921,8.7704,8.3774,8.48,0.2551
sample_29165,8.5806,8.7457,8.5106,8.6123,0.1207
sample_29166,8.778,9.242,8.8738,8.9646,0.245
sample_29167,9.045,9.4309,9.0971,9.191,0.2094
sample_29168,8.2988,8.7858,8.267,8.4505,0.2908
sample_29169,8.2924,8.5508,8.193,8.3454,0.1847
sample_29170,9.1438,9.5702,9.1407,9.2849,0.2471
sample_29171,7.202,7.8264,7.1753,7.4013,0.3685
sample_29172,8.7878,9.1126,8.8355,8.9119,0.1754
sample_29173,8.7598,9.3939,8.8771,9.0103,0.3374
sample_29174,7.7208,8.3755,7.7237,7.94,0.3772
sample_29175,7.5737,8.1379,7.6857,7.7991,0.2987
sample_29176,8.6052,8.8947,8.5153,8.6718,0.1983
sample_29177,8.088,8.6369,8.2328,8.3192,0.2845
sample_29178,9.1398,9.7041,9.1218,9.3219,0.3311
sample_29179,8.828,9.3345,8.8521,9.0049,0.2857
sample_29180,8.5033,8.8884,8.6079,8.6665,0.1991
sample_29181,9.238,9.7368,9.314,9.4296,0.2687
sample_29182,9.4041,9.8732,9.4143,9.5639,0.268
sample_29183,8.9305,9.205,8.8862,9.0072,0.1727
sample_29184,7.9348,8.5137,7.9431,8.1306,0.3319
sample_29185,8.1306,8.555,8.2317,8.3057,0.2217
sample_29186,9.312,9.6447,9.2222,9.393,0.2226
sample_29187,8.6072,9.0664,8.796,8.8232,0.2308
sample_29188,8.0077,8.562,7.8876,8.1524,0.3598
sample_29189,8.2524,8.5468,8.2519,8.3504,0.1701
sample_29190,8.4239,8.7557,8.5481,8.5759,0.1676
sample_29191,9.5574,9.9455,9.5512,9.6847,0.2259
sample_29192,8.6175,9.0061,8.5986,8.7407,0.23
sample_29193,8.5173,8.5854,8.3642,8.4889,0.1133
sample_29194,9.6545,10.2683,9.6489,9.8573,0.356
sample_29195,8.3261,8.6866,8.2447,8.4191,0.2352
sample_29196,8.6127,9.0779,8.7152,8.8019,0.2444
sample_29197,8.4514,8.8496,8.3747,8.5586,0.2549
sample_29198,8.0532,8.3089,7.779,8.047,0.265
sample_29199,9.1452,9.6951,9.2843,9.3748,0.2859
sample_29200,8.1488,8.3886,8.04,8.1925,0.1783
sample_29201,8.9095,9.2222,8.8877,9.0065,0.1872
sample_29202,7.3585,7.7731,7.4726,7.5347,0.2142
sample_29203,8.4828,8.5713,8.2905,8.4482,0.1436
sample_29204,7.6929,8.1564,7.8388,7.896,0.237
sample_29205,9.1238,9.6228,9.2349,9.3272,0.262
sample_29206,8.0885,8.4578,8.0833,8.2099,0.2147
sample_29207,7.7463,8.3215,7.7771,7.9483,0.3236
sample_29208,8.1147,8.3827,7.9795,8.159,0.2052
sample_29209,9.1485,9.6218,9.3496,9.3733,0.2375
sample_29210,8.544,9.1762,8.7159,8.812,0.3269
sample_29211,7.9499,8.3569,7.9249,8.0773,0.2425
sample_29212,7.9359,8.404,8.0595,8.1331,0.2425
sample_29213,8.0462,8.6918,8.1945,8.3108,0.3381
sample_29214,8.4615,8.9882,8.5154,8.655,0.2898
sample_29215,8.8753,9.5872,8.9398,9.1341,0.3937
sample_29216,7.5254,8.3731,7.553,7.8172,0.4816
sample_29217,7.7823,7.9554,7.5897,7.7758,0.1829
sample_29218,8.9856,9.4775,9.072,9.1784,0.2627
sample_29219,9.4465,9.9036,9.3717,9.5739,0.2879
sample_29220,8.3205,8.5456,8.3008,8.389,0.136
sample_29221,8.0288,8.5486,7.9745,8.184,0.3169
sample_29222,8.5707,9.1248,8.8446,8.8467,0.277
sample_29223,7.4984,8.0739,7.4586,7.677,0.3443
sample_29224,9.1433,9.6315,9.2761,9.3503,0.2524
sample_29225,8.3776,8.4904,8.1626,8.3436,0.1665
sample_29226,7.5692,7.9788,7.6506,7.7329,0.2168
sample_29227,8.594,9.0223,8.5284,8.7149,0.2682
sample_29228,9.3443,9.7773,9.3739,9.4985,0.2419
sample_29229,7.6152,8.3818,7.7204,7.9058,0.4156
sample_29230,6.8544,7.5119,6.903,7.0898,0.3664
sample_29231,7.6083,8.2133,7.6253,7.8156,0.3445
sample_29232,7.3011,8.0495,7.2841,7.5449,0.4371
sample_29233,8.1739,8.6797,8.1504,8.3347,0.299
sample_29234,8.6446,9.0396,8.7154,8.7999,0.2106
sample_29235,8.1567,8.5708,8.1079,8.2784,0.2543
sample_29236,8.3035,8.6292,8.1855,8.3727,0.2298
sample_29237,8.3686,8.8542,8.3086,8.5105,0.2991
sample_29238,9.3289,9.6892,9.2233,9.4138,0.2443
sample_29239,8.225,8.4922,8.0877,8.2683,0.2057
sample_29240,8.6489,9.2742,8.7531,8.8921,0.335
sample_29241,8.324,8.6742,8.2605,8.4196,0.2228
sample_29242,7.6394,8.1795,7.7015,7.8401,0.2955
sample_29243,6.7837,7.3983,6.9904,7.0575,0.3127
sample_29244,9.051,9.5738,9.099,9.2413,0.289
sample_29245,8.692,8.8644,8.4983,8.6849,0.1831
sample_29246,7.6898,8.2005,7.6966,7.8623,0.2929
sample_29247,7.2061,8.0286,7.4056,7.5468,0.4291
sample_29248,9.0143,9.4698,9.0565,9.1802,0.2517
sample_29249,8.387,8.7936,8.4142,8.5316,0.2273
sample_29250,8.4478,8.7484,8.4454,8.5472,0.1742
sample_29251,9.6683,10.0343,9.6546,9.7857,0.2154
sample_29252,8.2048,8.6805,8.1327,8.3394,0.2976
sample_29253,7.7629,8.1617,7.7618,7.8955,0.2305
sample_29254,8.3726,8.8125,8.475,8.5534,0.2302
sample_29255,8.6857,8.7783,8.5192,8.6611,0.1313
sample_29256,8.947,9.3759,9.0075,9.1102,0.2321
sample_29257,8.5836,8.8416,8.5357,8.6536,0.1645
sample_29258,9.0571,9.6609,9.31,9.3427,0.3032
sample_29259,8.7543,9.3516,8.91,9.0053,0.3098
sample_29260,8.3343,8.6387,8.2435,8.4055,0.207
sample_29261,8.3193,8.7106,8.3244,8.4514,0.2245
sample_29262,9.0809,9.5698,9.1939,9.2816,0.256
sample_29263,8.7481,8.7936,8.5184,8.6867,0.1475
sample_29264,9.2748,9.733,9.1814,9.3964,0.2952
sample_29265,7.8157,8.2365,7.9154,7.9892,0.2199
sample_29266,8.2199,8.6636,8.2156,8.3664,0.2574
sample_29267,8.0342,8.6257,7.9246,8.1948,0.3772
sample_29268,9.1907,9.6677,9.2673,9.3752,0.2561
sample_29269,7.92,8.5161,8.0458,8.1606,0.3142
sample_29270,8.6464,9.1443,8.7991,8.8633,0.2551
sample_29271,9.1875,9.6823,9.3669,9.4122,0.2505
sample_29272,8.302,8.7122,8.387,8.4671,0.2165
sample_29273,7.7444,8.0929,7.4743,7.7705,0.3102
sample_29274,8.7697,9.3742,9.0265,9.0568,0.3034
sample_29275,9.094,9.5108,9.2064,9.2704,0.2157
sample_29276,9.3831,9.8877,9.5965,9.6224,0.2533
sample_29277,8.8853,9.3789,9.0435,9.1026,0.2521
sample_29278,9.0757,9.4594,9.0651,9.2001,0.2247
sample_29279,7.7553,8.2791,7.679,7.9045,0.3267
sample_29280,8.3689,8.605,8.3455,8.4398,0.1435
sample_29281,8.4193,8.7708,8.2821,8.4907,0.2521
sample_29282,9.5447,10.0351,9.5503,9.7101,0.2815
sample_29283,8.6664,9.0981,8.6597,8.8081,0.2512
sample_29284,9.4485,9.8609,9.451,9.5868,0.2374
sample_29285,7.6915,8.2692,7.6229,7.8612,0.355
sample_29286,8.6654,8.99,8.6791,8.7782,0.1836
sample_29287,8.6463,8.893,8.4029,8.6474,0.245
sample_29288,8.8354,9.4338,8.945,9.0714,0.3186
sample_29289,9.0956,9.596,9.0811,9.2576,0.2932
sample_29290,9.4094,9.8421,9.4566,9.5694,0.2374
sample_29291,9.164,9.6411,9.241,9.3487,0.2561
sample_29292,8.8924,9.4357,9.0954,9.1412,0.2746
sample_29293,9.1508,9.7001,9.2279,9.3596,0.2974
sample_29294,8.5262,8.9858,8.5567,8.6896,0.257
sample_29295,8.62,9.0526,8.6784,8.7837,0.2347
sample_29296,9.193,9.347,9.0157,9.1852,0.1658
sample_29297,9.4084,9.9028,9.3844,9.5652,0.2926
sample_29298,8.6833,9.009,8.6251,8.7725,0.2069
sample_29299,8.601,9.0724,8.6857,8.7864,0.2513
sample_29300,8.9641,9.5441,9.0932,9.2005,0.3045
sample_29301,8.9496,9.4589,9.2128,9.2071,0.2547
sample_29302,8.5576,8.8315,8.4334,8.6075,0.2037
sample_29303,9.5081,9.9852,9.4329,9.6421,0.2995
sample_29304,7.9917,8.4379,8.1542,8.1946,0.2258
sample_29305,8.4119,8.4806,8.1913,8.3613,0.1512
sample_29306,7.737,8.0927,7.636,7.8219,0.2399
sample_29307,8.8617,9.5579,9.0992,9.1729,0.3539
sample_29308,9.5494,10.0458,9.7099,9.7684,0.2533
sample_29309,9.3706,9.759,9.3759,9.5018,0.2227
sample_29310,8.3463,8.5389,8.2517,8.379,0.1463
sample_29311,8.8348,9.2427,8.946,9.0079,0.2109
sample_29312,8.8313,9.1166,8.7639,8.9039,0.1872
sample_29313,8.4917,8.8416,8.5092,8.6142,0.1972
sample_29314,8.0144,8.4856,7.891,8.1304,0.3138
sample_29315,7.602,8.377,7.6796,7.8862,0.4268
sample_29316,7.6661,8.093,7.7016,7.8202,0.2369
sample_29317,8.6753,8.868,8.5538,8.699,0.1585
sample_29318,8.5959,8.7819,8.5525,8.6435,0.1218
sample_29319,7.8995,8.3237,7.7843,8.0025,0.2841
sample_29320,8.7343,9.2932,9.0036,9.0104,0.2795
sample_29321,8.1026,8.2916,8.0929,8.1623,0.112
sample_29322,8.1888,8.5504,8.1474,8.2955,0.2217
sample_29323,9.5348,10.0165,9.6146,9.722,0.2582
sample_29324,8.8689,9.0822,8.7726,8.9079,0.1585
sample_29325,9.3229,9.7651,9.2999,9.4626,0.2622
sample_29326,9.0272,9.0996,8.7541,8.9603,0.1822
sample_29327,7.7924,8.2305,7.9122,7.9784,0.2264
sample_29328,7.8335,8.4114,7.8707,8.0385,0.3235
sample_29329,8.134,8.7406,8.0047,8.2931,0.3929
sample_29330,8.3446,8.7567,8.3934,8.4982,0.2252
sample_29331,8.3491,8.6903,8.3402,8.4599,0.1996
sample_29332,7.4559,8.1631,7.615,7.7447,0.371
sample_29333,7.5959,8.0281,7.5049,7.7096,0.2796
sample_29334,8.3202,8.876,8.2907,8.4956,0.3297
sample_29335,9.2472,9.7747,9.2284,9.4168,0.3101
sample_29336,7.9516,8.3728,8.0072,8.1105,0.2288
sample_29337,7.8142,8.3387,7.8629,8.0053,0.2898
sample_29338,9.1901,9.766,9.2256,9.3939,0.3227
sample_29339,9.2133,9.7299,9.2628,9.402,0.2851
sample_29340,7.5861,8.0549,7.6582,7.7664,0.2525
sample_29341,7.8576,8.2549,7.754,7.9555,0.2644
sample_29342,8.7391,9.2611,8.8197,8.94,0.281
sample_29343,9.0458,9.5967,9.281,9.3078,0.2764
sample_29344,8.2206,8.6805,8.2638,8.3883,0.254
sample_29345,8.3522,8.6887,8.2662,8.4357,0.2233
sample_29346,9.4154,9.9282,9.5692,9.6376,0.2632
sample_29347,8.8147,8.9982,8.6953,8.8361,0.1526
sample_29348,8.5756,9.1238,8.7635,8.821,0.2786
sample_29349,8.8533,9.0788,8.9032,8.9451,0.1184
sample_29350,8.6503,8.8536,8.5067,8.6702,0.1743
sample_29351,8.94,9.4939,9.1626,9.1988,0.2788
sample_29352,7.9888,8.2175,7.9159,8.0407,0.1574
sample_29353,8.7017,9.0511,8.7083,8.8204,0.1998
sample_29354,8.6504,8.9779,8.512,8.7134,0.2393
sample_29355,8.6275,9.0574,8.5668,8.7505,0.2675
sample_29356,7.6421,8.2791,7.7154,7.8789,0.3486
sample_29357,8.7448,8.7487,8.5059,8.6665,0.1391
sample_29358,8.9012,9.4896,9.084,9.1583,0.3012
sample_29359,8.4811,9.2012,8.6703,8.7842,0.3733
sample_29360,8.5441,8.8625,8.4377,8.6148,0.2211
sample_29361,8.9546,9.4596,9.0027,9.139,0.2787
sample_29362,8.2412,8.805,8.2693,8.4385,0.3177
sample_29363,9.1784,9.7984,9.2456,9.4074,0.3402
sample_29364,9.6926,10.1102,9.7282,9.8437,0.2316
sample_29365,9.1287,9.5288,9.3263,9.3279,0.2001
sample_29366,8.2455,8.3546,7.927,8.1757,0.2222
sample_29367,9.4208,9.7948,9.5291,9.5816,0.1924
sample_29368,9.104,9.6863,9.2903,9.3602,0.2974
sample_29369,8.3202,8.467,8.2914,8.3595,0.0941
sample_29370,8.2447,8.6846,8.3717,8.4337,0.2264
sample_29371,7.4669,8.0763,7.7028,7.7487,0.3073
sample_29372,8.8574,9.3177,8.9495,9.0415,0.2435
sample_29373,7.9286,8.6361,8.0218,8.1955,0.3844
sample_29374,8.2908,8.429,7.8991,8.2063,0.2749
sample_29375,9.0533,9.4377,9.2102,9.2337,0.1933
sample_29376,9.2229,9.6528,9.3838,9.4198,0.2172
sample_29377,8.5951,8.6917,8.4617,8.5828,0.1155
sample_29378,8.4143,8.8085,8.4914,8.5714,0.2089
sample_29379,9.1662,9.6124,9.2866,9.355,0.2308
sample_29380,8.981,9.2324,8.8354,9.0163,0.2008
sample_29381,8.9731,9.4534,9.1336,9.1867,0.2445
sample_29382,8.4062,8.7311,8.49,8.5424,0.1687
sample_29383,9.233,9.7067,9.1682,9.3693,0.294
sample_29384,9.061,9.5715,9.1435,9.2587,0.2741
sample_29385,9.1069,9.5203,9.0358,9.221,0.2616
sample_29386,8.1912,8.3181,7.979,8.1628,0.1713
sample_29387,8.7812,9.3778,8.9109,9.0233,0.3138
sample_29388,9.33,9.9928,9.3592,9.5607,0.3745
sample_29389,8.1299,8.5928,8.16,8.2942,0.259
sample_29390,7.8062,8.2372,7.8035,7.949,0.2496
sample_29391,8.7761,9.1844,8.7222,8.8942,0.2528
sample_29392,8.4907,9.1203,8.7719,8.7943,0.3154
sample_29393,9.3425,9.9263,9.3455,9.5381,0.3362
sample_29394,8.6019,8.7714,8.4323,8.6019,0.1695
sample_29395,9.2879,9.6997,9.4551,9.4809,0.2071
sample_29396,8.4149,8.6,8.1768,8.3972,0.2122
sample_29397,8.5397,8.8647,8.6136,8.6727,0.1704
sample_29398,9.0092,9.3338,8.9679,9.1037,0.2004
sample_29399,7.8855,8.5105,7.9935,8.1298,0.334
sample_29400,8.6303,8.9878,8.7061,8.7747,0.1884
sample_29401,9.316,9.8173,9.4708,9.5347,0.2567
sample_29402,9.3571,9.7292,9.3126,9.4663,0.2287
sample_29403,8.7951,9.3493,9.0667,9.0704,0.2771
sample_29404,9.2963,9.8008,9.4088,9.502,0.2648
sample_29405,8.242,8.4819,8.3189,8.3476,0.1225
sample_29406,7.8786,8.4891,8.0076,8.1251,0.3218
sample_29407,7.1683,7.7727,7.3323,7.4244,0.3126
sample_29408,8.3264,8.6789,8.4359,8.4804,0.1804
sample_29409,8.5717,8.5729,8.277,8.4738,0.1705
sample_29410,7.7294,8.2633,7.6093,7.8673,0.3482
sample_29411,8.3931,8.9233,8.4176,8.578,0.2993
sample_29412,9.1544,9.5491,9.1518,9.2851,0.2286
sample_29413,9.4034,9.8234,9.4292,9.552,0.2354
sample_29414,8.6818,8.9005,8.5168,8.6997,0.1925
sample_29415,8.4037,8.7287,8.363,8.4984,0.2004
sample_29416,8.4391,8.5035,8.228,8.3902,0.1441
sample_29417,8.6818,9.02,8.6666,8.7895,0.1998
sample_29418,7.4185,8.0535,7.5043,7.6588,0.3446
sample_29419,7.4522,8.0361,7.4819,7.6567,0.3289
sample_29420,7.9656,8.5797,8.0172,8.1875,0.3406
sample_29421,8.9001,9.493,8.9655,9.1195,0.3251
sample_29422,8.7811,9.3854,9.0012,9.0559,0.3059
sample_29423,8.7056,9.2436,8.8868,8.9453,0.2737
sample_29424,9.153,9.5989,9.3781,9.3767,0.223
sample_29425,8.2107,8.6065,8.1891,8.3354,0.235
sample_29426,8.085,8.4743,7.9435,8.1676,0.2749
sample_29427,7.3996,8.0365,7.3837,7.6066,0.3724
sample_29428,8.4297,8.7515,8.3888,8.5233,0.1986
sample_29429,9.0205,9.5972,9.3242,9.314,0.2885
sample_29430,8.89,9.3063,8.9019,9.0327,0.237
sample_29431,8.4954,9.094,8.5373,8.7089,0.3342
sample_29432,8.7176,8.7716,8.4859,8.6583,0.1518
sample_29433,8.4337,8.6548,8.2469,8.4451,0.2042
sample_29434,8.5433,8.7122,8.3479,8.5345,0.1823
sample_29435,9.7152,10.0838,9.6508,9.8166,0.2336
sample_29436,8.4199,8.9177,8.4882,8.6086,0.2699
sample_29437,9.1812,9.8055,9.2729,9.4199,0.3371
sample_29438,9.6418,10.0637,9.6833,9.7963,0.2325
sample_29439,9.1368,9.5352,9.1142,9.2621,0.2368
sample_29440,8.6366,8.9049,8.5747,8.7054,0.1755
sample_29441,7.4715,7.8854,7.3772,7.578,0.2703
sample_29442,9.2161,9.7116,9.2789,9.4022,0.2698
sample_29443,7.6695,8.1051,7.7762,7.8503,0.2271
sample_29444,8.5165,9.0763,8.4876,8.6935,0.3319
sample_29445,7.9984,8.4794,7.9975,8.1584,0.278
sample_29446,8.4409,8.8319,8.2943,8.5224,0.2779
sample_29447,8.1141,8.3144,7.9488,8.1258,0.1831
sample_29448,9.3775,9.8353,9.3944,9.5357,0.2596
sample_29449,9.0609,9.5895,9.096,9.2488,0.2956
sample_29450,8.8531,9.2544,8.993,9.0335,0.2037
sample_29451,8.5441,9.1795,8.73,8.8179,0.3267
sample_29452,8.603,8.6781,8.3295,8.5369,0.1834
sample_29453,9.0404,9.1624,8.8924,9.0317,0.1352
sample_29454,8.8402,9.2819,9.1032,9.0751,0.2222
sample_29455,9.5097,9.8758,9.4186,9.6013,0.242
sample_29456,9.2021,9.679,9.259,9.38,0.2605
sample_29457,8.5644,9.2065,8.7147,8.8285,0.3358
sample_29458,7.2104,7.7568,7.2568,7.408,0.3029
sample_29459,8.0423,8.3029,7.9077,8.0843,0.2009
sample_29460,9.2312,9.7901,9.2655,9.4289,0.3132
sample_29461,8.3973,8.855,8.4005,8.5509,0.2633
sample_29462,8.7004,9.1358,8.8483,8.8948,0.2214
sample_29463,7.5036,7.9853,7.4888,7.6592,0.2825
sample_29464,9.0284,9.6526,9.2138,9.2983,0.3206
sample_29465,9.3737,9.8654,9.3817,9.5403,0.2816
sample_29466,8.215,8.6847,8.1423,8.3473,0.2944
sample_29467,8.9494,9.5805,9.0883,9.206,0.3316
sample_29468,8.4201,8.6758,8.3739,8.4899,0.1626
sample_29469,8.8116,9.3368,8.8627,9.0037,0.2896
sample_29470,9.1542,9.6809,9.2838,9.373,0.2745
sample_29471,8.784,9.0458,8.7752,8.8683,0.1537
sample_29472,9.1112,9.671,9.2419,9.3414,0.2928
sample_29473,8.7738,8.8702,8.6002,8.7481,0.1368
sample_29474,8.043,8.3149,7.8847,8.0809,0.2175
sample_29475,8.1296,8.5487,8.1564,8.2782,0.2346
sample_29476,7.6823,8.5136,7.7109,7.969,0.4719
sample_29477,8.7212,8.9477,8.4738,8.7142,0.237
sample_29478,8.48,8.8425,8.4457,8.5894,0.2198
sample_29479,7.7763,8.3582,7.6563,7.9303,0.3754
sample_29480,8.3049,8.8185,8.2911,8.4715,0.3005
sample_29481,8.2508,8.8091,8.2586,8.4395,0.3201
sample_29482,8.6029,8.7233,8.3028,8.543,0.2165
sample_29483,9.1786,9.6948,9.1849,9.3528,0.2962
sample_29484,8.2583,8.9241,8.3842,8.5222,0.3537
sample_29485,8.8519,8.8759,8.5632,8.7636,0.174
sample_29486,8.2799,8.9316,8.5749,8.5955,0.3264
sample_29487,7.8494,7.9358,7.7134,7.8329,0.1121
sample_29488,7.6688,8.3112,7.6556,7.8785,0.3748
sample_29489,9.1256,9.3908,9.0229,9.1798,0.1898
sample_29490,8.3606,8.5317,8.2901,8.3941,0.1242
sample_29491,8.4271,8.8094,8.3954,8.5439,0.2304
sample_29492,8.0003,8.5369,7.9065,8.1479,0.3401
sample_29493,8.9286,9.4261,9.0472,9.134,0.2598
sample_29494,9.0128,9.5629,9.3056,9.2938,0.2752
sample_29495,9.247,9.7251,9.3439,9.4386,0.2528
sample_29496,9.1052,9.536,9.2913,9.3108,0.2161
sample_29497,8.0203,8.5785,8.0906,8.2298,0.304
sample_29498,8.8165,8.8613,8.6455,8.7744,0.1139
sample_29499,8.4816,8.8471,8.6823,8.6703,0.183
sample_29500,8.9417,9.5355,9.17,9.2158,0.2995
sample_29501,8.337,9.0601,8.6013,8.6661,0.3658
sample_29502,8.0606,8.6713,8.1471,8.293,0.3304
sample_29503,7.698,8.0293,7.451,7.7261,0.2902
sample_29504,7.8095,8.3279,7.823,7.9868,0.2955
sample_29505,8.651,9.1644,8.6397,8.8184,0.2997
sample_29506,9.4379,9.8395,9.4101,9.5625,0.2403
sample_29507,8.8156,9.0136,8.6336,8.8209,0.1901
sample_29508,8.8462,9.5786,9.112,9.1789,0.3708
sample_29509,7.2892,7.778,7.5034,7.5235,0.245
sample_29510,8.4877,8.9746,8.4758,8.646,0.2847
sample_29511,7.679,8.2667,7.7496,7.8984,0.3208
sample_29512,7.9267,8.4328,7.916,8.0918,0.2953
sample_29513,8.901,9.3219,8.9166,9.0465,0.2386
sample_29514,9.0795,9.5928,9.1402,9.2708,0.2805
sample_29515,9.1601,9.5504,9.1685,9.293,0.223
sample_29516,8.825,9.3719,9.0783,9.0917,0.2737
sample_29517,8.9274,9.3133,8.8807,9.0404,0.2374
sample_29518,8.4884,8.5992,8.3063,8.4646,0.1478
sample_29519,7.6984,8.2831,7.7526,7.9114,0.3231
sample_29520,7.2986,8.1178,7.4339,7.6168,0.4391
sample_29521,7.4694,7.9271,7.7156,7.704,0.2291
sample_29522,8.9756,9.5984,9.0214,9.1985,0.3471
sample_29523,9.5978,10.157,9.6231,9.7926,0.3158
sample_29524,9.4514,9.8494,9.4902,9.597,0.2194
sample_29525,8.3762,8.9384,8.6221,8.6456,0.2818
sample_29526,9.5835,10.1572,9.7694,9.8367,0.2927
sample_29527,9.2009,9.5779,9.1555,9.3114,0.2319
sample_29528,7.9644,8.4418,7.8386,8.0816,0.3182
sample_29529,7.7106,8.0831,7.6359,7.8099,0.2396
sample_29530,7.7323,8.1275,7.7571,7.8723,0.2213
sample_29531,7.7748,8.4249,7.8998,8.0332,0.345
sample_29532,8.9532,9.4308,8.9676,9.1172,0.2717
sample_29533,8.5268,8.7939,8.3872,8.5693,0.2066
sample_29534,9.0985,9.6147,9.174,9.2957,0.2788
sample_29535,8.7565,9.0606,8.8344,8.8838,0.158
sample_29536,9.4528,9.8868,9.4075,9.5824,0.2646
sample_29537,8.64,9.0204,8.5941,8.7515,0.234
sample_29538,7.4764,7.8913,7.5682,7.6453,0.2179
sample_29539,9.0757,9.6638,9.1439,9.2945,0.3217
sample_29540,8.5261,8.6639,8.4568,8.549,0.1054
sample_29541,9.42,9.8062,9.3595,9.5286,0.2423
sample_29542,8.1937,8.8705,8.256,8.4401,0.3741
sample_29543,9.3008,9.6326,9.2569,9.3968,0.2054
sample_29544,8.9226,9.4783,9.1567,9.1859,0.279
sample_29545,8.321,8.9239,8.4782,8.5744,0.3128
sample_29546,8.656,9.2939,8.9216,8.9572,0.3204
sample_29547,8.6035,9.1689,8.8122,8.8615,0.2859
sample_29548,8.0569,8.432,8.1136,8.2008,0.2022
sample_29549,7.9416,8.3192,7.8938,8.0516,0.233
sample_29550,8.3489,8.6262,8.0236,8.3329,0.3016
sample_29551,8.666,8.9379,8.6735,8.7591,0.1549
sample_29552,7.6415,8.312,7.6955,7.883,0.3725
sample_29553,8.4819,8.9618,8.653,8.6989,0.2432
sample_29554,8.4936,8.8476,8.4472,8.5961,0.219
sample_29555,8.2603,8.6332,8.2242,8.3725,0.2264
sample_29556,8.4245,8.6997,8.4456,8.5233,0.1532
sample_29557,8.6542,9.374,8.916,8.9814,0.3643
sample_29558,9.1377,9.7353,9.2053,9.3595,0.3273
sample_29559,8.7797,8.9056,8.5485,8.7446,0.1811
sample_29560,7.6025,8.1969,7.741,7.8468,0.311
sample_29561,8.6244,9.2558,8.7585,8.8796,0.3327
sample_29562,9.1555,9.6228,9.2205,9.3329,0.2531
sample_29563,8.053,8.5014,8.0516,8.202,0.2593
sample_29564,8.0649,8.4556,7.911,8.1438,0.2807
sample_29565,7.9522,8.5262,8.0646,8.181,0.3042
sample_29566,8.5532,8.9126,8.4962,8.654,0.2257
sample_29567,8.1017,8.1973,7.8201,8.0397,0.1961
sample_29568,9.3675,9.901,9.5065,9.5916,0.2768
sample_29569,8.4857,9.0582,8.5481,8.6973,0.3141
sample_29570,8.4325,8.7368,8.3885,8.5192,0.1897
sample_29571,9.0974,9.5614,9.2981,9.319,0.2327
sample_29572,7.5458,8.0538,7.5513,7.717,0.2917
sample_29573,9.1476,9.5487,9.1774,9.2912,0.2235
sample_29574,7.3805,7.9174,7.3899,7.5626,0.3073
sample_29575,7.9571,8.4322,8.0131,8.1341,0.2596
sample_29576,7.4694,7.9868,7.4407,7.6323,0.3073
sample_29577,9.2408,9.7381,9.234,9.4043,0.2891
sample_29578,8.3653,8.7963,8.3133,8.4916,0.2651
sample_29579,8.4012,8.6128,8.2884,8.4341,0.1647
sample_29580,8.1628,8.573,8.0645,8.2668,0.2697
sample_29581,8.3633,9.0767,8.585,8.675,0.3651
sample_29582,8.2577,8.613,8.3091,8.3933,0.192
sample_29583,8.5321,8.8051,8.54,8.6258,0.1554
sample_29584,8.9178,9.1717,8.8482,8.9792,0.1703
sample_29585,9.1516,9.6635,9.1612,9.3254,0.2928
sample_29586,8.9313,8.9739,8.6495,8.8516,0.1763
sample_29587,8.7841,9.1747,8.7111,8.89,0.2492
sample_29588,7.667,8.3435,7.8787,7.9631,0.346
sample_29589,9.177,9.7243,9.169,9.3567,0.3183
